Stage,Day,Time,Supplier,Scenario,Value
1,18,18,2,3,663.777777778
1,18,18,2,4,206
1,18,18,3,1,892.666666667
1,18,18,3,2,434.888888889
1,18,18,3,3,698.111111149
1,18,18,3,4,434.888888889
1,18,18,4,1,206
1,18,18,4,2,87.82105266
1,18,18,4,3,249.488888889
1,18,18,4,4,478.326053398
1,18,18,5,1,707.266666667
1,18,18,5,2,249.488888889
1,18,18,5,3,292.977777778
1,18,18,5,4,65.725790366
1,18,18,6,1,892.666666667
1,18,18,6,2,268.598891969
1,18,18,6,3,502.953216374
1,18,18,6,4,654.622222222
1,18,19,1,1,892.666666667
1,18,19,1,2,227.842721006
1,18,19,1,3,533.311111111
1,18,19,1,4,165.385249254
1,18,19,2,1,707.266666667
1,18,19,2,2,0
1,18,19,2,3,434.888888889
1,18,19,2,4,206
1,18,19,3,1,892.666666667
1,18,19,3,2,434.888888889
1,18,19,3,3,698.111111149
1,18,19,3,4,434.888888889
1,18,19,4,1,391.4
1,18,19,4,2,87.82105266
1,18,19,4,3,434.888888889
1,18,19,4,4,663.726053398
1,18,19,5,1,707.266666667
1,18,19,5,2,249.488888889
1,18,19,5,3,292.977777778
1,18,19,5,4,65.725790366
1,18,19,6,1,892.666666667
1,18,19,6,2,268.598891969
1,18,19,6,3,274.064327485
1,18,19,6,4,425.733333333
1,18,20,1,1,892.666666667
1,18,20,1,2,107.925499424
1,18,20,1,3,304.422222222
1,18,20,1,4,165.385249254
1,18,20,2,1,663.777777778
1,18,20,2,2,0
1,18,20,2,3,434.888888889
1,18,20,2,4,185.4
1,18,20,3,1,892.666666667
1,18,20,3,2,434.888888889
1,18,20,3,3,469.22222226
1,18,20,3,4,206
1,18,20,4,1,576.8
1,18,20,4,2,87.82105266
1,18,20,4,3,434.888888889
1,18,20,4,4,663.726053398
1,18,20,5,1,663.777777778
1,18,20,5,2,206
1,18,20,5,3,478.377777778
1,18,20,5,4,65.725790366
1,18,20,6,1,892.666666667
1,18,20,6,2,127.231054091
1,18,20,6,3,249.488888889
1,18,20,6,4,425.733333333
1,18,21,1,1,663.777777778
1,18,21,1,2,51.12260499
1,18,21,1,3,304.422222222
1,18,21,1,4,78.340381226
1,18,21,2,1,663.777777778
1,18,21,2,2,0
1,18,21,2,3,206
1,18,21,2,4,185.4
1,18,21,3,1,663.777777778
1,18,21,3,2,434.888888889
1,18,21,3,3,434.888888889
1,18,21,3,4,206
1,18,21,4,1,347.911111111
1,18,21,4,2,87.82105266
1,18,21,4,3,434.888888889
1,18,21,4,4,434.888888889
1,18,21,5,1,663.777777778
1,18,21,5,2,391.4
1,18,21,5,3,663.777777778
1,18,21,5,4,31.133269121
1,18,21,6,1,663.777777778
1,18,21,6,2,127.231054091
1,18,21,6,3,249.488888889
1,18,21,6,4,425.733333333
1,18,22,1,1,434.888888889
1,18,22,1,2,24.215970785
1,18,22,1,3,304.422222222
1,18,22,1,4,78.340381226
1,18,22,2,1,434.888888889
1,18,22,2,2,0
1,18,22,2,3,206
1,18,22,2,4,185.4
1,18,22,3,1,434.888888889
1,18,22,3,2,434.888888889
1,18,22,3,3,206
1,18,22,3,4,206
1,18,22,4,1,164.8
1,18,22,4,2,41.599445997
1,18,22,4,3,434.888888889
1,18,22,4,4,206
1,18,22,5,1,434.888888889
1,18,22,5,2,185.4
1,18,22,5,3,434.888888889
1,18,22,5,4,14.747338005
1,18,22,6,1,434.888888889
1,18,22,6,2,60.267341411
1,18,22,6,3,249.488888889
1,18,22,6,4,425.733333333
1,18,23,1,1,206
1,18,23,1,2,24.215970785
1,18,23,1,3,144.2
1,18,23,1,4,78.340381226
1,18,23,2,1,206
1,18,23,2,2,0
1,18,23,2,3,97.578947368
1,18,23,2,4,87.821052632
1,18,23,3,1,206
1,18,23,3,2,206
1,18,23,3,3,97.578947368
1,18,23,3,4,97.578947368
1,18,23,4,1,164.8
1,18,23,4,2,41.599445997
1,18,23,4,3,206
1,18,23,4,4,206
1,18,23,5,1,206
1,18,23,5,2,87.821052632
1,18,23,5,3,434.888888889
1,18,23,5,4,14.747338005
1,18,23,6,1,206
1,18,23,6,2,60.267341411
1,18,23,6,3,206
1,18,23,6,4,201.663157895
1,18,24,1,1,97.578947368
1,18,24,1,2,11.470723003
1,18,24,1,3,68.305263158
1,18,24,1,4,37.108601633
1,18,24,2,1,97.578947368
1,18,24,2,2,0
1,18,24,2,3,46.221606648
1,18,24,2,4,41.599445983
1,18,24,3,1,97.578947368
1,18,24,3,2,97.578947368
1,18,24,3,3,46.221606648
1,18,24,3,4,46.221606648
1,18,24,4,1,78.063157895
1,18,24,4,2,19.705000735
1,18,24,4,3,97.578947368
1,18,24,4,4,97.578947368
1,18,24,5,1,97.578947368
1,18,24,5,2,41.599445983
1,18,24,5,3,206
1,18,24,5,4,6.98558116
1,18,24,6,1,97.578947368
1,18,24,6,2,28.547688037
1,18,24,6,3,97.578947368
1,18,24,6,4,95.52465374
2,1,1,1,1,0
2,1,1,1,2,0
2,1,1,1,3,0
2,1,1,1,4,0
2,1,1,2,1,0
2,1,1,2,2,0
2,1,1,2,3,0
2,1,1,2,4,0
2,1,1,3,1,0
2,1,1,3,2,0
2,1,1,3,3,0
2,1,1,3,4,0
2,1,1,4,1,0
2,1,1,4,2,0
2,1,1,4,3,0
2,1,1,4,4,0
2,1,1,5,1,0
2,1,1,5,2,0
2,1,1,5,3,0
2,1,1,5,4,0
2,1,1,6,1,0
2,1,1,6,2,0
2,1,1,6,3,0
2,1,1,6,4,0
2,1,2,1,1,0
2,1,2,1,2,0
2,1,2,1,3,0
2,1,2,1,4,0
2,1,2,2,1,0
2,1,2,2,2,0
2,1,2,2,3,0
2,1,2,2,4,0
2,1,2,3,1,0
2,1,2,3,2,0
2,1,2,3,3,0
2,1,2,3,4,0
2,1,2,4,1,0
2,1,2,4,2,0
2,1,2,4,3,0
2,1,2,4,4,0
2,1,2,5,1,0
2,1,2,5,2,0
2,1,2,5,3,0
2,1,2,5,4,0
2,1,2,6,1,0
2,1,2,6,2,0
2,1,2,6,3,0
2,1,2,6,4,0
2,1,3,1,1,0
2,1,3,1,2,0
2,1,3,1,3,0
2,1,3,1,4,0
2,1,3,2,1,0
2,1,3,2,2,0
2,1,3,2,3,0
2,1,3,2,4,0
2,1,3,3,1,0
2,1,3,3,2,0
2,1,3,3,3,0
2,1,3,3,4,0
2,1,3,4,1,0
2,1,3,4,2,0
2,1,3,4,3,0
2,1,3,4,4,0
2,1,3,5,1,0
2,1,3,5,2,0
2,1,3,5,3,0
2,1,3,5,4,0
2,1,3,6,1,0
2,1,3,6,2,0
2,1,3,6,3,0
2,1,3,6,4,0
2,1,4,1,1,0
2,1,4,1,2,0
2,1,4,1,3,0
2,1,4,1,4,0
2,1,4,2,1,0
2,1,4,2,2,0
2,1,4,2,3,0
2,1,4,2,4,0
2,1,4,3,1,0
2,1,4,3,2,0
2,1,4,3,3,0
2,1,4,3,4,0
2,1,4,4,1,0
2,1,4,4,2,0
2,1,4,4,3,0
2,1,4,4,4,0
2,1,4,5,1,0
2,1,4,5,2,0
2,1,4,5,3,0
2,1,4,5,4,0
2,1,4,6,1,0
2,1,4,6,2,0
2,1,4,6,3,0
2,1,4,6,4,0
2,1,5,1,1,0
2,1,5,1,2,0
2,1,5,1,3,0
2,1,5,1,4,0
2,1,5,2,1,0
2,1,5,2,2,0
2,1,5,2,3,0
2,1,5,2,4,0
2,1,5,3,1,0
2,1,5,3,2,0
2,1,5,3,3,0
2,1,5,3,4,0
2,1,5,4,1,0
2,1,5,4,2,0
2,1,5,4,3,0
2,1,5,4,4,0
2,1,5,5,1,0
2,1,5,5,2,0
2,1,5,5,3,0
2,1,5,5,4,0
2,1,5,6,1,0
2,1,5,6,2,0
2,1,5,6,3,0
2,1,5,6,4,0
2,1,6,1,1,0
2,1,6,1,2,0
2,1,6,1,3,0
2,1,6,1,4,0
2,1,6,2,1,0
2,1,6,2,2,0
2,1,6,2,3,0
2,1,6,2,4,0
2,1,6,3,1,0
2,1,6,3,2,0
2,1,6,3,3,0
2,1,6,3,4,0
2,1,6,4,1,0
2,1,6,4,2,0
2,1,6,4,3,0
2,1,6,4,4,0
2,1,6,5,1,0
2,1,6,5,2,0
2,1,6,5,3,0
2,1,6,5,4,0
2,1,6,6,1,0
2,1,6,6,2,0
2,1,6,6,3,0
2,1,6,6,4,0
2,1,7,1,1,0
2,1,7,1,2,0
2,1,7,1,3,0
2,1,7,1,4,0
2,1,7,2,1,0
2,1,7,2,2,0
2,1,7,2,3,0
2,1,7,2,4,0
2,1,7,3,1,0
2,1,7,3,2,0
2,1,7,3,3,0
2,1,7,3,4,0
2,1,7,4,1,0
2,1,7,4,2,0
2,1,7,4,3,0
2,1,7,4,4,0
2,1,7,5,1,0
2,1,7,5,2,0
2,1,7,5,3,0
2,1,7,5,4,0
2,1,7,6,1,0
2,1,7,6,2,0
2,1,7,6,3,0
2,1,7,6,4,0
2,1,8,1,1,0
2,1,8,1,2,0
2,1,8,1,3,0
2,1,8,1,4,0
2,1,8,2,1,0
2,1,8,2,2,0
2,1,8,2,3,0
2,1,8,2,4,0
2,1,8,3,1,0
2,1,8,3,2,0
2,1,8,3,3,0
2,1,8,3,4,0
2,1,8,4,1,0
2,1,8,4,2,0
2,1,8,4,3,0
2,1,8,4,4,0
2,1,8,5,1,0
2,1,8,5,2,0
2,1,8,5,3,0
2,1,8,5,4,0
2,1,8,6,1,0
2,1,8,6,2,0
2,1,8,6,3,0
2,1,8,6,4,0
2,1,9,1,1,0
2,1,9,1,2,0
2,1,9,1,3,0
2,1,9,1,4,0
2,1,9,2,1,0
2,1,9,2,2,0
2,1,9,2,3,0
2,1,9,2,4,0
2,1,9,3,1,0
2,1,9,3,2,0
2,1,9,3,3,0
2,1,9,3,4,0
2,1,9,4,1,0
2,1,9,4,2,0
2,1,9,4,3,0
2,1,9,4,4,0
2,1,9,5,1,0
2,1,9,5,2,0
2,1,9,5,3,0
2,1,9,5,4,0
2,1,9,6,1,0
2,1,9,6,2,0
2,1,9,6,3,0
2,1,9,6,4,0
2,1,10,1,1,185.4
2,1,10,1,2,185.4
2,1,10,1,3,185.4
2,1,10,1,4,185.4
2,1,10,2,1,185.4
2,1,10,2,2,185.4
2,1,10,2,3,185.4
2,1,10,2,4,185.4
2,1,10,3,1,185.4
2,1,10,3,2,185.4
2,1,10,3,3,185.4
2,1,10,3,4,185.4
2,1,10,4,1,185.4
2,1,10,4,2,185.4
2,1,10,4,3,185.4
2,1,10,4,4,185.4
2,1,10,5,1,185.4
2,1,10,5,2,185.4
2,1,10,5,3,185.4
2,1,10,5,4,185.4
2,1,10,6,1,185.4
2,1,10,6,2,185.4
2,1,10,6,3,185.4
2,1,10,6,4,185.4
2,1,11,1,1,370.8
2,1,11,1,2,370.8
2,1,11,1,3,370.8
2,1,11,1,4,370.8
2,1,11,2,1,370.8
2,1,11,2,2,370.8
2,1,11,2,3,370.8
2,1,11,2,4,370.8
2,1,11,3,1,370.8
2,1,11,3,2,370.8
2,1,11,3,3,370.8
2,1,11,3,4,370.8
2,1,11,4,1,370.8
2,1,11,4,2,370.8
2,1,11,4,3,370.8
2,1,11,4,4,370.8
2,1,11,5,1,370.8
2,1,11,5,2,370.8
2,1,11,5,3,370.8
2,1,11,5,4,370.8
2,1,11,6,1,370.8
2,1,11,6,2,370.8
2,1,11,6,3,370.8
2,1,11,6,4,370.8
2,1,12,1,1,556.2
2,1,12,1,2,556.2
2,1,12,1,3,556.2
2,1,12,1,4,556.2
2,1,12,2,1,556.2
2,1,12,2,2,556.2
2,1,12,2,3,556.2
2,1,12,2,4,556.2
2,1,12,3,1,556.2
2,1,12,3,2,556.2
2,1,12,3,3,556.2
2,1,12,3,4,556.2
2,1,12,4,1,556.2
2,1,12,4,2,556.2
2,1,12,4,3,556.2
2,1,12,4,4,556.2
2,1,12,5,1,556.2
2,1,12,5,2,556.2
2,1,12,5,3,556.2
2,1,12,5,4,556.2
2,1,12,6,1,556.2
2,1,12,6,2,556.2
2,1,12,6,3,556.2
2,1,12,6,4,556.2
2,1,13,1,1,741.6
2,1,13,1,2,741.6
2,1,13,1,3,741.6
2,1,13,1,4,741.6
2,1,13,2,1,741.6
2,1,13,2,2,741.6
2,1,13,2,3,741.6
2,1,13,2,4,741.6
2,1,13,3,1,741.6
2,1,13,3,2,741.6
2,1,13,3,3,741.6
2,1,13,3,4,741.6
2,1,13,4,1,741.6
2,1,13,4,2,741.6
2,1,13,4,3,741.6
2,1,13,4,4,741.6
2,1,13,5,1,741.6
2,1,13,5,2,741.6
2,1,13,5,3,741.6
2,1,13,5,4,741.6
2,1,13,6,1,741.6
2,1,13,6,2,741.6
2,1,13,6,3,741.6
2,1,13,6,4,741.6
2,1,14,1,1,927
2,1,14,1,2,927
2,1,14,1,3,927
2,1,14,1,4,927
2,1,14,2,1,927
2,1,14,2,2,927
2,1,14,2,3,927
2,1,14,2,4,927
2,1,14,3,1,927
2,1,14,3,2,927
2,1,14,3,3,927
2,1,14,3,4,927
2,1,14,4,1,927
2,1,14,4,2,927
2,1,14,4,3,927
2,1,14,4,4,927
2,1,14,5,1,927
2,1,14,5,2,927
2,1,14,5,3,927
2,1,14,5,4,927
2,1,14,6,1,927
2,1,14,6,2,927
2,1,14,6,3,927
2,1,14,6,4,927
2,1,15,1,1,1112.4
2,1,15,1,2,1112.4
2,1,15,1,3,1112.4
2,1,15,1,4,1112.4
2,1,15,2,1,1112.4
2,1,15,2,2,1112.4
2,1,15,2,3,1112.4
2,1,15,2,4,1112.4
2,1,15,3,1,1112.4
2,1,15,3,2,1112.4
2,1,15,3,3,1112.4
2,1,15,3,4,1112.4
2,1,15,4,1,1112.4
2,1,15,4,2,1112.4
2,1,15,4,3,1112.4
2,1,15,4,4,1112.4
2,1,15,5,1,1112.4
2,1,15,5,2,1112.4
2,1,15,5,3,1112.4
2,1,15,5,4,1112.4
2,1,15,6,1,1112.4
2,1,15,6,2,1112.4
2,1,15,6,3,1112.4
2,1,15,6,4,1112.4
2,1,16,1,1,1297.8
2,1,16,1,2,1297.8
2,1,16,1,3,1297.8
2,1,16,1,4,1297.8
2,1,16,2,1,1297.8
2,1,16,2,2,1297.8
2,1,16,2,3,1297.8
2,1,16,2,4,1297.8
2,1,16,3,1,1297.8
2,1,16,3,2,1297.8
2,1,16,3,3,1297.8
2,1,16,3,4,1297.8
2,1,16,4,1,1297.8
2,1,16,4,2,1297.8
2,1,16,4,3,1297.8
2,1,16,4,4,1297.8
2,1,16,5,1,1297.8
2,1,16,5,2,1297.8
2,1,16,5,3,1297.8
2,1,16,5,4,1297.8
2,1,16,6,1,1297.8
2,1,16,6,2,1297.8
2,1,16,6,3,1297.8
2,1,16,6,4,1297.8
2,1,17,1,1,1483.2
2,1,17,1,2,1483.2
2,1,17,1,3,1483.2
2,1,17,1,4,1483.2
2,1,17,2,1,1483.2
2,1,17,2,2,1483.2
2,1,17,2,3,1483.2
2,1,17,2,4,1483.2
2,1,17,3,1,1483.2
2,1,17,3,2,1483.2
2,1,17,3,3,1483.2
2,1,17,3,4,1483.2
2,1,17,4,1,1483.2
2,1,17,4,2,1483.2
2,1,17,4,3,1483.2
2,1,17,4,4,1483.2
2,1,17,5,1,1483.2
2,1,17,5,2,1483.2
2,1,17,5,3,1483.2
2,1,17,5,4,1483.2
2,1,17,6,1,1483.2
2,1,17,6,2,1483.2
2,1,17,6,3,1483.2
2,1,17,6,4,1483.2
2,1,18,1,1,1254.311111111
2,1,18,1,2,1483.2
2,1,18,1,3,1483.2
2,1,18,1,4,1483.2
2,1,18,2,1,1254.311111111
2,1,18,2,2,1483.2
2,1,18,2,3,1483.2
2,1,18,2,4,1483.2
2,1,18,3,1,1254.311111111
2,1,18,3,2,1483.2
2,1,18,3,3,1483.2
2,1,18,3,4,1483.2
2,1,18,4,1,1254.311111111
2,1,18,4,2,1483.2
2,1,18,4,3,1483.2
2,1,18,4,4,1483.2
2,1,18,5,1,1254.311111111
2,1,18,5,2,1483.2
2,1,18,5,3,1483.2
2,1,18,5,4,1483.2
2,1,18,6,1,1254.311111111
2,1,18,6,2,1483.2
2,1,18,6,3,1483.2
2,1,18,6,4,1483.2
2,1,19,1,1,1025.422222222
2,1,19,1,2,1483.2
2,1,19,1,3,1483.2
2,1,19,1,4,1483.2
2,1,19,2,1,1025.422222222
2,1,19,2,2,1483.2
2,1,19,2,3,1483.2
2,1,19,2,4,1483.2
2,1,19,3,1,1025.422222222
2,1,19,3,2,1483.2
2,1,19,3,3,1483.2
2,1,19,3,4,1483.2
2,1,19,4,1,1025.422222222
2,1,19,4,2,1483.2
2,1,19,4,3,1483.2
2,1,19,4,4,1483.2
2,1,19,5,1,1025.422222222
2,1,19,5,2,1483.2
2,1,19,5,3,1483.2
2,1,19,5,4,1483.2
2,1,19,6,1,1025.422222222
2,1,19,6,2,1483.2
2,1,19,6,3,1483.2
2,1,19,6,4,1483.2
2,1,20,1,1,796.533333333
2,1,20,1,2,1483.2
2,1,20,1,3,1483.2
2,1,20,1,4,1483.2
2,1,20,2,1,796.533333333
2,1,20,2,2,1483.2
2,1,20,2,3,1483.2
2,1,20,2,4,1483.2
2,1,20,3,1,796.533333333
2,1,20,3,2,1483.2
2,1,20,3,3,1483.2
2,1,20,3,4,1483.2
2,1,20,4,1,796.533333333
2,1,20,4,2,1483.2
2,1,20,4,3,1483.2
2,1,20,4,4,1483.2
2,1,20,5,1,796.533333333
2,1,20,5,2,1483.2
2,1,20,5,3,1483.2
2,1,20,5,4,1483.2
2,1,20,6,1,796.533333333
2,1,20,6,2,1483.2
2,1,20,6,3,1483.2
2,1,20,6,4,1483.2
2,1,21,1,1,567.644444444
2,1,21,1,2,1483.2
2,1,21,1,3,1483.2
2,1,21,1,4,1483.2
2,1,21,2,1,567.644444444
2,1,21,2,2,1483.2
2,1,21,2,3,1483.2
2,1,21,2,4,1483.2
2,1,21,3,1,567.644444444
2,1,21,3,2,1483.2
2,1,21,3,3,1483.2
2,1,21,3,4,1483.2
2,1,21,4,1,567.644444444
2,1,21,4,2,1483.2
2,1,21,4,3,1483.2
2,1,21,4,4,1483.2
2,1,21,5,1,567.644444444
2,1,21,5,2,1483.2
2,1,21,5,3,1483.2
2,1,21,5,4,1483.2
2,1,21,6,1,567.644444444
2,1,21,6,2,1483.2
2,1,21,6,3,1483.2
2,1,21,6,4,1483.2
2,1,22,1,1,338.755555556
2,1,22,1,2,1483.2
2,1,22,1,3,1483.2
2,1,22,1,4,1483.2
2,1,22,2,1,338.755555556
2,1,22,2,2,1483.2
2,1,22,2,3,1483.2
2,1,22,2,4,1483.2
2,1,22,3,1,338.755555556
2,1,22,3,2,1483.2
2,1,22,3,3,1483.2
2,1,22,3,4,1483.2
2,1,22,4,1,338.755555556
2,1,22,4,2,1483.2
2,1,22,4,3,1483.2
2,1,22,4,4,1483.2
2,1,22,5,1,338.755555556
2,1,22,5,2,1483.2
2,1,22,5,3,1483.2
2,1,22,5,4,1483.2
2,1,22,6,1,338.755555556
2,1,22,6,2,1483.2
2,1,22,6,3,1483.2
2,1,22,6,4,1483.2
2,1,23,1,1,160.463157895
2,1,23,1,2,1483.2
2,1,23,1,3,1483.2
2,1,23,1,4,1483.2
2,1,23,2,1,160.463157895
2,1,23,2,2,1483.2
2,1,23,2,3,1483.2
2,1,23,2,4,1483.2
2,1,23,3,1,160.463157895
2,1,23,3,2,1483.2
2,1,23,3,3,1483.2
2,1,23,3,4,1483.2
2,1,23,4,1,160.463157895
2,1,23,4,2,1483.2
2,1,23,4,3,1483.2
2,1,23,4,4,1483.2
2,1,23,5,1,160.463157895
2,1,23,5,2,1483.2
2,1,23,5,3,1483.2
2,1,23,5,4,1483.2
2,1,23,6,1,160.463157895
2,1,23,6,2,1483.2
2,1,23,6,3,1483.2
2,1,23,6,4,1483.2
2,1,24,1,1,76.008864266
2,1,24,1,2,1483.2
2,1,24,1,3,1483.2
2,1,24,1,4,1483.2
2,1,24,2,1,76.008864266
2,1,24,2,2,1483.2
2,1,24,2,3,1483.2
2,1,24,2,4,1483.2
2,1,24,3,1,76.008864266
2,1,24,3,2,1483.2
2,1,24,3,3,1483.2
2,1,24,3,4,1483.2
2,1,24,4,1,76.008864266
2,1,24,4,2,1483.2
2,1,24,4,3,1483.2
2,1,24,4,4,1483.2
2,1,24,5,1,76.008864266
2,1,24,5,2,1483.2
2,1,24,5,3,1483.2
2,1,24,5,4,1483.2
2,1,24,6,1,76.008864266
2,1,24,6,2,1483.2
2,1,24,6,3,1483.2
2,1,24,6,4,1483.2
2,2,1,1,1,76.008864266
2,2,1,1,2,1483.2
2,2,1,1,3,1483.2
2,2,1,1,4,1483.2
2,2,1,2,1,36.004198863
2,2,1,2,2,1483.2
2,2,1,2,3,1483.2
2,2,1,2,4,1483.2
2,2,1,3,1,76.008864266
2,2,1,3,2,1483.2
2,2,1,3,3,1483.2
2,2,1,3,4,1483.2
2,2,1,4,1,76.008864266
2,2,1,4,2,1483.2
2,2,1,4,3,1483.2
2,2,1,4,4,1483.2
2,2,1,5,1,76.008864266
2,2,1,5,2,1483.2
2,2,1,5,3,1483.2
2,2,1,5,4,1483.2
2,2,1,6,1,36.004198863
2,2,1,6,2,1483.2
2,2,1,6,3,1483.2
2,2,1,6,4,1483.2
2,2,2,1,1,76.008864266
2,2,2,1,2,1483.2
2,2,2,1,3,1483.2
2,2,2,1,4,1483.2
2,2,2,2,1,36.004198863
2,2,2,2,2,1483.2
2,2,2,2,3,1483.2
2,2,2,2,4,1483.2
2,2,2,3,1,76.008864266
2,2,2,3,2,1483.2
2,2,2,3,3,1483.2
2,2,2,3,4,1483.2
2,2,2,4,1,76.008864266
2,2,2,4,2,1483.2
2,2,2,4,3,1483.2
2,2,2,4,4,1483.2
2,2,2,5,1,76.008864266
2,2,2,5,2,1483.2
2,2,2,5,3,1483.2
2,2,2,5,4,1483.2
2,2,2,6,1,17.054620514
2,2,2,6,2,1483.2
2,2,2,6,3,1483.2
2,2,2,6,4,1483.2
2,2,3,1,1,76.008864266
2,2,3,1,2,1483.2
2,2,3,1,3,1483.2
2,2,3,1,4,1483.2
2,2,3,2,1,36.004198863
2,2,3,2,2,1483.2
2,2,3,2,3,1483.2
2,2,3,2,4,1483.2
2,2,3,3,1,76.008864266
2,2,3,3,2,1483.2
2,2,3,3,3,1483.2
2,2,3,3,4,1483.2
2,2,3,4,1,76.008864266
2,2,3,4,2,1483.2
2,2,3,4,3,1483.2
2,2,3,4,4,1483.2
2,2,3,5,1,76.008864266
2,2,3,5,2,1483.2
2,2,3,5,3,1483.2
2,2,3,5,4,1483.2
2,2,3,6,1,8.078504454
2,2,3,6,2,1483.2
2,2,3,6,3,1483.2
2,2,3,6,4,1483.2
2,2,4,1,1,76.008864266
2,2,4,1,2,1483.2
2,2,4,1,3,1483.2
2,2,4,1,4,1483.2
2,2,4,2,1,36.004198863
2,2,4,2,2,1483.2
2,2,4,2,3,1483.2
2,2,4,2,4,1483.2
2,2,4,3,1,76.008864266
2,2,4,3,2,1483.2
2,2,4,3,3,1483.2
2,2,4,3,4,1483.2
2,2,4,4,1,76.008864266
2,2,4,4,2,1483.2
2,2,4,4,3,1483.2
2,2,4,4,4,1483.2
2,2,4,5,1,76.008864266
2,2,4,5,2,1483.2
2,2,4,5,3,1483.2
2,2,4,5,4,1483.2
2,2,4,6,1,3.826660005
2,2,4,6,2,1483.2
2,2,4,6,3,1483.2
2,2,4,6,4,1483.2
2,2,5,1,1,76.008864266
2,2,5,1,2,1483.2
2,2,5,1,3,1483.2
2,2,5,1,4,1483.2
2,2,5,2,1,36.004198863
2,2,5,2,2,1483.2
2,2,5,2,3,1483.2
2,2,5,2,4,1483.2
2,2,5,3,1,76.008864266
2,2,5,3,2,1483.2
2,2,5,3,3,1483.2
2,2,5,3,4,1483.2
2,2,5,4,1,76.008864266
2,2,5,4,2,1483.2
2,2,5,4,3,1483.2
2,2,5,4,4,1483.2
2,2,5,5,1,76.008864266
2,2,5,5,2,1483.2
2,2,5,5,3,1483.2
2,2,5,5,4,1483.2
2,2,5,6,1,1.812628423
2,2,5,6,2,1483.2
2,2,5,6,3,1483.2
2,2,5,6,4,1483.2
2,2,6,1,1,76.008864266
2,2,6,1,2,1483.2
2,2,6,1,3,1483.2
2,2,6,1,4,1483.2
2,2,6,2,1,36.004198863
2,2,6,2,2,1483.2
2,2,6,2,3,1483.2
2,2,6,2,4,1483.2
2,2,6,3,1,76.008864266
2,2,6,3,2,1483.2
2,2,6,3,3,1483.2
2,2,6,3,4,1483.2
2,2,6,4,1,76.008864266
2,2,6,4,2,1483.2
2,2,6,4,3,1483.2
2,2,6,4,4,1483.2
2,2,6,5,1,76.008864266
2,2,6,5,2,1483.2
2,2,6,5,3,1483.2
2,2,6,5,4,1483.2
2,2,6,6,1,0.858613464
2,2,6,6,2,1483.2
2,2,6,6,3,1483.2
2,2,6,6,4,1483.2
2,2,7,1,1,76.008864266
2,2,7,1,2,1483.2
2,2,7,1,3,1483.2
2,2,7,1,4,1483.2
2,2,7,2,1,36.004198863
2,2,7,2,2,1483.2
2,2,7,2,3,1483.2
2,2,7,2,4,1483.2
2,2,7,3,1,76.008864266
2,2,7,3,2,1483.2
2,2,7,3,3,1483.2
2,2,7,3,4,1483.2
2,2,7,4,1,76.008864266
2,2,7,4,2,1483.2
2,2,7,4,3,1483.2
2,2,7,4,4,1483.2
2,2,7,5,1,76.008864266
2,2,7,5,2,1483.2
2,2,7,5,3,1483.2
2,2,7,5,4,1483.2
2,2,7,6,1,0.406711641
2,2,7,6,2,1483.2
2,2,7,6,3,1483.2
2,2,7,6,4,1483.2
2,2,8,1,1,76.008864266
2,2,8,1,2,1483.2
2,2,8,1,3,1483.2
2,2,8,1,4,1483.2
2,2,8,2,1,36.004198863
2,2,8,2,2,1483.2
2,2,8,2,3,1483.2
2,2,8,2,4,1483.2
2,2,8,3,1,76.008864266
2,2,8,3,2,1483.2
2,2,8,3,3,1483.2
2,2,8,3,4,1483.2
2,2,8,4,1,76.008864266
2,2,8,4,2,1483.2
2,2,8,4,3,1483.2
2,2,8,4,4,1483.2
2,2,8,5,1,76.008864266
2,2,8,5,2,1483.2
2,2,8,5,3,1483.2
2,2,8,5,4,1483.2
2,2,8,6,1,0.192652882
2,2,8,6,2,1483.2
2,2,8,6,3,1483.2
2,2,8,6,4,1483.2
2,2,9,1,1,76.008864266
2,2,9,1,2,1483.2
2,2,9,1,3,1483.2
2,2,9,1,4,1483.2
2,2,9,2,1,36.004198863
2,2,9,2,2,1483.2
2,2,9,2,3,1483.2
2,2,9,2,4,1483.2
2,2,9,3,1,76.008864266
2,2,9,3,2,1483.2
2,2,9,3,3,1483.2
2,2,9,3,4,1483.2
2,2,9,4,1,76.008864266
2,2,9,4,2,1483.2
2,2,9,4,3,1483.2
2,2,9,4,4,1483.2
2,2,9,5,1,76.008864266
2,2,9,5,2,1483.2
2,2,9,5,3,1483.2
2,2,9,5,4,1483.2
2,2,9,6,1,0.091256629
2,2,9,6,2,1483.2
2,2,9,6,3,1483.2
2,2,9,6,4,1483.2
2,2,10,1,1,76.008864266
2,2,10,1,2,1483.2
2,2,10,1,3,1483.2
2,2,10,1,4,1483.2
2,2,10,2,1,36.004198863
2,2,10,2,2,1483.2
2,2,10,2,3,1483.2
2,2,10,2,4,1483.2
2,2,10,3,1,76.008864266
2,2,10,3,2,1483.2
2,2,10,3,3,1483.2
2,2,10,3,4,1483.2
2,2,10,4,1,76.008864266
2,2,10,4,2,1483.2
2,2,10,4,3,1483.2
2,2,10,4,4,1483.2
2,2,10,5,1,76.008864266
2,2,10,5,2,1483.2
2,2,10,5,3,1483.2
2,2,10,5,4,1483.2
2,2,10,6,1,0.091256629
2,2,10,6,2,1483.2
